Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
201907,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Express,Passenger,4.1391
201712,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,247.568076
201205,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,26.2058328
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,17.019072
200608,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,202.9900824
200509,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Enplaned,Cargo,Freighter,263.8858824
201902,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,276.4097784
201812,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,45.3046608
201306,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,282.352392
200909,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,70.5447792
201005,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,96.8590224
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,21.6113184
201205,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,278.2772496
202008,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,1.149876
201210,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,64.860264
201505,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,13.8429648
201208,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,1.1598552
200905,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,3.7095408
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,293.5980432
200902,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,61.2305568
201203,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,96.1713648
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.6658848
201908,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,218.503656
201107,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,74.7024768
201005,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,1.4079744
200804,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,481.1534784
200708,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,82.1301768
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,17.9090352
200507,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,1184.078801
201902,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,0.7919856
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,13.3512624
201412,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,23.2801128
201706,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,166.8290904
200606,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Enplaned,Cargo,Passenger,6.3826056
201608,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,1.5916824
201707,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Cargo,Passenger,25.0015248
201407,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,283.9536
201109,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,466.9117992
200606,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,101.9729088
200604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,80.9031888
201205,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,6.2614944
201611,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,188.2694016
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,0.2626344
201104,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,552.7415376
201802,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,226.189908
201708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,0.5447736
201405,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,965.866356
201206,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,104.0925816
202009,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,1292.45382
201101,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,188.0938584
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,808.4054664
201603,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,1.9654488
200904,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,221.454324
200807,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,0.8944992
201412,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,291.762324
201610,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,87.6963024
201311,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,46.0916568
201705,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,912.0594168
201810,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,0.0462672
201105,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,542.2656456
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1093.911739
200912,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,2.7841968
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,109.4654736
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,48.2285664
202008,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Express,Passenger,0.0254016
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,551.6801136
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,328.4349768
201810,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,270.1133568
201205,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,90.3289968
201412,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,22.4840448
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,2.5850664
200712,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,113.0021928
201908,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,130.8359304
200707,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Combi,14.6617128
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,144.3532104
200804,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,133.8578136
201905,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,258.4163736
201807,Iberia,IB,Iberia,IB,International,Europe,Enplaned,Cargo,Passenger,9.8036568
201905,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,669.8479032
201909,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Cargo,Passenger,0.3370248
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,265.6785096
201303,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,298.1145384
201209,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,44.7004656
201803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,10.58022
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Mail,Passenger,107.498664
201004,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,71.9618256
201411,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,431.7079032
200612,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Combi,1.1167632
201609,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,9.5877432
201103,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,49.6687464
202003,Norwegian Air Shuttle ASA,DY,Norwegian Air Shuttle ASA,DY,International,Europe,Enplaned,Cargo,Passenger,0.4232088
201007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,11.8961136
201406,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,161.5573512
200604,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,2.1917952
200803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,3.104892
201312,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,16.1105112
201609,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,1.6343208
201607,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,7.0548408
201005,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,0.108864
202007,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,53.4395232
201108,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,1858.494002
201710,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,149.5696104
202002,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,113.92164
201105,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,175.2538032
201404,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.5547528
201202,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,2.0861064
201507,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,527.613912
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,20.2414464
201804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,5.9394384
201907,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,9.1391328
200901,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,14.0430024
201711,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Cargo,Passenger,9.4072104
201103,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,59.1938928
201202,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,124.0827336
201209,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,9.4430448
200601,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,125.1319104
201605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,10.9830168
200612,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,0.4749192
201901,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,4130.684359
200808,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,68.6265048
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,249.3679608
201004,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,690.4436112
201101,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,18.5236632
201701,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,17.2372536
201709,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,0.673596
201003,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,24.6227688
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,7.8899184
201005,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,157.018176
201802,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,18.1231344
200511,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,286.0052328
201904,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,367.8528168
201308,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,1.2011328
201211,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,2.503872
201402,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,8.5961736
201906,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,96.723396
201406,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,581.3351208
201610,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,188.9003592
201608,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,40.447512
201605,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,0.1170288
201310,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,149.819544
201409,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,0.1038744
201705,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,40.3989768
201509,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,0.0009072
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,14.8182048
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,29.3061888
201101,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,1.28142
201608,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,142.9184736
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,1976.394622
201001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,7.3020528
201308,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,637.8155784
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,14.6608056
201810,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,113.0842944
200612,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,10.0889712
201806,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,26.5972896
200707,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,14.3573472
201010,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,13.5549288
202003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,87.1324776
200801,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,135.041256
201804,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,0.1242864
200509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,15.1801776
201402,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,31.0520952
201908,Iberia,IB,Iberia,IB,International,Europe,Enplaned,Cargo,Passenger,2.435832
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1369.518192
201907,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,205.6173336
201507,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,0.6354936
201512,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,2543.693998
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,365.8483584
201304,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,92.0948616
200608,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,19.0189944
201807,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,101.9370744
201603,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,4.792284
200903,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,36.1115496
200611,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,0.0399168
200903,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,62.4003912
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,9.8462952
200701,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,354.4004016
201404,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,238.7632464
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,85.2636456
201707,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,35.360388
201508,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,306.3537288
201003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,1.1163096
